City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
479,Lichtenburg,ZA,-26.152,26.1597,53.11,55,53,9.71,broken clouds
480,Nizhniy Mamon,RU,50.1937,40.5083,72.28,70,0,3.24,clear sky
481,Lamar,US,33.6668,-95.5836,89.64,45,0,5.75,clear sky
482,Kawalu,ID,-7.3817,108.2082,84.96,59,93,4.9,overcast clouds
483,Omboue,GA,-1.5746,9.2618,70.86,88,46,5.86,scattered clouds
484,Kilindoni,TZ,-7.9139,39.6668,74.77,81,77,16.53,light rain
485,Udachnyy,RU,66.4167,112.4,88.45,45,17,9.55,few clouds
486,Mareeba,AU,-17.0,145.4333,74.44,63,3,7.4,clear sky
487,Bako,ET,5.7833,36.5667,66.16,60,99,2.68,overcast clouds
488,Ornskoldsvik,SE,63.2909,18.7153,49.15,76,29,11.5,scattered clouds
489,Homer,US,59.6425,-151.5483,66.78,71,5,11.99,clear sky
490,Kununurra,AU,-15.7667,128.7333,80.58,18,5,10.36,clear sky
491,Conway,US,35.0887,-92.4421,83.7,78,75,4.61,broken clouds
492,Mandan,US,46.8267,-100.8896,62.96,67,0,6.85,clear sky
493,Kassala,SD,15.451,36.4,75.13,82,95,12.01,overcast clouds
494,Yeppoon,AU,-23.1333,150.7333,67.78,49,0,7.43,clear sky
495,Bertoua,CM,4.5833,13.6833,65.5,99,94,2.8,overcast clouds
496,Galeras,CO,9.161,-75.0481,74.05,95,100,5.46,overcast clouds
497,Plaster Rock,CA,46.9065,-67.39,61.95,90,68,1.97,broken clouds
498,Luba,GQ,3.4568,8.5547,76.89,89,100,13.2,light rain
499,Kutum,SD,14.2,24.6667,72.34,66,89,4.94,overcast clouds
500,Mardin,TR,37.3131,40.7436,81.36,20,0,4.81,clear sky
501,Alofi,NU,-19.0595,-169.9187,76.89,83,75,11.5,shower rain
502,Bairiki,KI,1.3292,172.9752,86.0,70,40,13.8,scattered clouds
503,Dawei,MM,14.0833,98.2,87.03,69,96,3.04,overcast clouds
504,Broome,US,42.2506,-75.833,72.64,85,87,2.93,overcast clouds
505,Pirgos,GR,35.1167,25.7178,80.62,42,0,4.99,clear sky
506,Mahajanga,MG,-15.7167,46.3167,64.42,94,20,3.44,few clouds
507,Vilyuysk,RU,63.7553,121.6247,87.6,35,53,7.45,broken clouds
508,Beberibe,BR,-4.1797,-38.1306,77.09,76,95,10.89,overcast clouds
509,Hearst,CA,49.6835,-83.6665,57.45,97,54,4.72,broken clouds
510,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.11,99,75,0.63,broken clouds
511,Tiznit,MA,29.5833,-9.5,73.31,57,0,2.08,clear sky
512,Waddan,LY,29.1614,16.139,76.57,43,0,5.23,clear sky
513,Mildura,AU,-34.2,142.15,61.07,62,60,10.71,broken clouds
514,Puerto Escondido,MX,15.85,-97.0667,78.53,85,78,3.13,broken clouds
515,Masuguru,TZ,-11.3667,38.4167,67.17,75,57,5.46,broken clouds
516,Amahai,ID,-3.3333,128.9167,78.17,89,95,10.89,heavy intensity rain
517,Cururupu,BR,-1.8283,-44.8683,73.45,90,35,1.9,scattered clouds
518,Mapiripan,CO,2.8892,-72.1256,71.13,95,99,3.94,overcast clouds
519,Oyon,PE,-10.6681,-76.7731,42.64,85,5,7.27,clear sky
520,Zhigalovo,RU,54.8097,105.1578,56.61,98,100,4.63,moderate rain
521,Ilebo,CD,-4.3167,20.5833,68.56,80,88,1.19,overcast clouds
522,Keuruu,FI,62.2667,24.7,55.8,85,100,3.85,overcast clouds
523,Kralendijk,BQ,12.15,-68.2667,80.73,82,2,18.45,clear sky
524,Peleduy,RU,59.6289,112.7406,84.81,49,75,3.09,broken clouds
525,Bantry,IE,51.6833,-9.45,57.78,88,100,5.59,overcast clouds
526,Pierre,US,44.3683,-100.351,75.06,59,50,4.0,scattered clouds
527,Klaksvik,FO,62.2266,-6.589,52.72,91,89,14.2,overcast clouds
528,Caravelas,BR,-17.7125,-39.2481,67.39,86,32,1.61,scattered clouds
529,Chipata,ZM,-13.6333,32.65,52.57,78,40,4.88,scattered clouds
530,Mathbaria,BD,22.2876,89.9593,90.0,57,95,5.3,overcast clouds
531,Thohoyandou,ZA,-22.9456,30.485,54.07,58,0,3.89,clear sky
532,Salmon Creek,US,45.7107,-122.649,88.18,57,5,4.76,clear sky
533,Piacabucu,BR,-10.4056,-36.4344,71.06,87,15,5.61,few clouds
534,Sola,VU,-13.8833,167.55,81.27,83,100,0.0,overcast clouds
535,Yumen,CN,40.2833,97.2,89.53,13,76,16.78,broken clouds
536,Santa Vitoria,BR,-18.8386,-50.1214,67.57,42,10,4.38,clear sky
537,Olinda,BR,-8.0089,-34.8553,71.33,94,75,3.44,broken clouds
538,Teterow,DE,53.7833,12.5667,53.76,90,3,6.06,clear sky
539,Moba,CN,33.2288,105.0179,75.69,53,0,4.9,clear sky
540,San Cristobal,VE,7.7669,-72.225,68.18,94,52,2.19,broken clouds
541,Oksfjord,NO,70.2396,22.3479,50.07,96,100,10.83,light rain
542,Farah,AF,32.5,62.5,90.43,36,17,2.57,few clouds
543,Torbay,CA,47.6666,-52.7314,63.57,94,100,17.27,mist
544,Valdemarpils,LV,57.3707,22.5919,54.99,89,100,5.17,overcast clouds
545,Chicama,PE,-7.8447,-79.1469,57.74,86,39,6.53,scattered clouds
546,Sao Sebastiao,BR,-23.76,-45.4097,66.07,88,44,4.41,scattered clouds
547,Santa Luzia,BR,-19.7697,-43.8514,58.1,87,0,0.0,clear sky
548,Andenes,NO,69.3143,16.1194,48.18,93,75,13.8,light intensity drizzle
549,Inhambupe,BR,-11.7844,-38.3531,63.9,95,6,3.24,clear sky
550,Antigonish,CA,45.6169,-61.9986,65.82,91,61,3.65,broken clouds
551,Ardakan,IR,32.31,54.0175,90.7,38,100,6.29,overcast clouds
552,Marystown,CA,47.1666,-55.1483,60.85,100,8,1.01,clear sky
553,Chupa,RU,66.27,33.0549,62.28,75,29,7.72,scattered clouds
554,Floro,NO,61.5996,5.0328,46.36,87,40,4.61,scattered clouds
555,Mecca,SA,21.4267,39.8261,87.01,60,83,11.21,broken clouds
556,Dwarka,IN,22.2394,68.9678,83.39,74,92,10.0,overcast clouds
557,Mount Vernon,US,40.9126,-73.8371,79.02,80,100,1.01,overcast clouds
558,Beringovskiy,RU,63.05,179.3167,49.19,93,100,5.28,overcast clouds
559,Hovd,MN,48.0056,91.6419,67.73,31,4,5.39,clear sky
560,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,45,0,16.11,clear sky
561,Marrakesh,MA,31.6315,-8.0083,69.87,73,0,6.91,clear sky
562,Buchanan,LR,5.8808,-10.0467,74.46,85,100,9.71,light rain
563,Capao Bonito,BR,-24.0058,-48.3494,55.98,87,67,0.92,broken clouds
564,Kieta,PG,-6.2167,155.6333,85.24,66,8,7.94,clear sky
565,Meiktila,MM,20.8667,95.8667,92.73,46,2,6.82,clear sky
566,Gat,IL,31.61,34.7642,77.4,63,0,1.99,clear sky
567,Bandar-E Lengeh,IR,26.5579,54.8807,87.91,70,75,11.5,broken clouds
568,Loa Janan,ID,-0.583,117.095,78.15,94,100,1.97,light rain
569,Nosy Varika,MG,-20.5833,48.5333,63.25,90,22,4.63,few clouds
570,Sobolevo,RU,54.4299,31.8996,59.7,96,99,7.05,overcast clouds
571,Tocopilla,CL,-22.092,-70.1979,61.11,73,94,9.98,overcast clouds
572,Rio Blanco,MX,18.8333,-97.15,64.51,95,72,1.99,broken clouds
573,Cabra,ES,37.4725,-4.4421,67.93,52,0,1.86,clear sky
574,Vanimo,PG,-2.6741,141.3028,84.81,70,64,9.86,broken clouds
575,Bukoba,TZ,-1.3317,31.8122,70.25,64,90,4.16,overcast clouds
576,Surgut,RU,61.25,73.4167,62.78,63,0,13.42,clear sky
577,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,72.19,87,65,5.12,broken clouds
578,Coahuayana,MX,18.7333,-103.6833,77.67,85,97,2.08,overcast clouds
579,Nisia Floresta,BR,-6.0911,-35.2086,73.78,90,50,7.85,scattered clouds
580,Rawah,IQ,34.4816,41.9093,90.54,12,0,6.69,clear sky
581,Jizan,SA,17.3333,42.6667,83.34,57,85,2.66,overcast clouds
582,Menongue,AO,-14.6585,17.691,48.02,46,61,4.97,broken clouds
583,Mucuri,BR,-18.0864,-39.5508,69.91,81,7,4.34,clear sky
584,Rawson,AR,-43.3002,-65.1023,40.39,80,7,16.08,clear sky
585,Impfondo,CG,1.6381,18.0667,69.67,94,100,1.63,light rain
586,Chapais,CA,49.7834,-74.8492,65.98,93,100,3.42,overcast clouds
587,Tres Arroyos,AR,-38.3739,-60.2798,47.64,91,100,14.85,overcast clouds
588,Bucak,TR,37.4592,30.595,61.32,35,0,4.32,clear sky
589,Joao Pinheiro,BR,-17.7425,-46.1725,60.17,60,0,4.34,clear sky
590,Borazjan,IR,29.2666,51.2159,91.13,62,51,1.5,broken clouds
591,Biak,ID,-0.9131,122.8766,80.28,77,95,9.33,overcast clouds
592,San Vicente,AR,-26.6167,-54.1333,60.53,81,42,2.64,scattered clouds
593,San Andres Del Rabanedo,ES,42.6117,-5.6167,56.12,58,0,5.01,clear sky
594,Mehamn,NO,71.0357,27.8492,49.95,93,75,20.71,light rain
595,Derzhavinsk,KZ,51.1,66.3167,69.98,67,100,18.61,overcast clouds
596,Nangomba,TZ,-10.9,38.5,66.04,77,80,7.45,broken clouds
597,Chulumani,BO,-16.4096,-67.5263,58.15,73,8,3.0,clear sky
598,Collierville,US,35.042,-89.6645,86.81,73,0,6.91,clear sky
599,Badvel,IN,14.75,79.05,86.09,61,75,5.55,broken clouds
600,Ramgarh,IN,23.6333,85.5167,86.05,60,99,2.95,overcast clouds
601,Gornyak,RU,50.9942,81.4661,84.51,26,69,7.76,broken clouds
602,Gohad,IN,26.4261,78.4447,88.72,61,93,5.17,overcast clouds
603,Hervey Bay,AU,-25.2986,152.8535,66.7,54,3,9.31,clear sky
604,Isla Mujeres,MX,21.2311,-86.731,82.17,85,8,13.29,clear sky
605,Walla Walla,US,46.0646,-118.343,92.86,45,18,3.0,few clouds
606,Bafoulabe,ML,13.8065,-10.8321,76.23,94,73,8.01,broken clouds
607,Zhangye,CN,38.9342,100.4517,87.64,14,86,13.09,overcast clouds
608,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,68.18,36,11,4.27,few clouds
609,Agapovka,RU,53.2973,59.1348,63.61,64,65,10.25,broken clouds
610,Bahia Honda,CU,22.9036,-83.1592,79.54,86,96,7.74,overcast clouds
611,Hobyo,SO,5.3505,48.5268,75.47,77,99,22.12,overcast clouds
612,Lagoa,PT,39.05,-27.9833,71.13,81,0,7.27,clear sky
613,Sinnamary,GF,5.3833,-52.95,76.42,88,96,5.32,overcast clouds
614,Isoka,ZM,-10.1606,32.6335,49.98,91,14,0.38,few clouds
615,Gomel,BY,52.4345,30.9754,63.84,94,100,13.42,overcast clouds
616,Praia,CV,14.9215,-23.5087,79.34,83,20,1.14,few clouds
617,Pontes E Lacerda,BR,-15.2261,-59.3353,70.5,45,2,2.68,clear sky
618,Mosquera,CO,4.7059,-74.2302,53.69,94,75,3.44,light intensity drizzle
619,Rodrigues Alves,BR,-7.738,-72.6509,75.4,70,90,1.41,overcast clouds
620,Saint-Joseph,RE,-21.3667,55.6167,66.58,78,19,7.07,light rain
621,Clinton,US,42.587,-82.9199,76.89,74,0,6.93,clear sky
622,Saint-Francois,FR,46.4154,3.9054,49.68,100,0,2.3,clear sky
623,Krasnoselkup,RU,65.7,82.4667,60.48,63,88,17.56,overcast clouds
624,Srivardhan,IN,18.0333,73.0167,81.7,78,100,5.39,overcast clouds
625,Half Moon Bay,US,37.4636,-122.4286,67.44,86,100,5.75,mist
626,Mariestad,SE,58.7097,13.8237,54.07,96,2,6.69,clear sky
627,Benicarlo,ES,40.4165,0.4271,78.24,85,36,7.87,scattered clouds
628,Gorontalo,ID,0.5412,123.0595,83.16,79,66,6.08,broken clouds
629,Eureka,US,40.8021,-124.1637,59.2,86,13,1.99,few clouds
630,Constitucion,CL,-35.3333,-72.4167,48.04,73,6,4.94,clear sky
631,Meulaboh,ID,4.1363,96.1285,83.95,66,92,2.37,overcast clouds
632,Tucumcari,US,35.1717,-103.725,71.94,83,100,13.8,overcast clouds
633,Bendigo,AU,-36.7667,144.2833,53.64,58,100,5.99,overcast clouds
634,Chilia Veche,RO,45.4167,29.2833,71.15,78,12,3.36,few clouds
635,Tual,ID,-5.6667,132.75,79.0,84,39,21.7,scattered clouds
636,Berlevag,NO,70.8578,29.0864,50.0,93,100,26.46,overcast clouds
637,Makakilo City,US,21.3469,-158.0858,82.56,56,0,13.8,clear sky
638,Beira,MZ,-19.8436,34.8389,57.29,93,0,5.99,clear sky
639,Slave Lake,CA,55.2834,-114.769,76.98,61,0,3.44,clear sky
640,Guerrero,MX,17.6667,-100.0,65.88,97,92,3.38,overcast clouds
641,Laguna,US,38.421,-121.4238,84.61,48,0,6.91,clear sky
642,Abha,SA,18.2164,42.5053,62.85,68,40,3.44,scattered clouds
643,Sembabule,UG,-0.0772,31.4567,63.93,70,77,2.28,broken clouds
644,Ulladulla,AU,-35.35,150.4667,59.27,60,37,7.92,scattered clouds
645,Dovers,VC,12.8833,-61.1833,80.17,80,40,18.41,scattered clouds
646,Lorengau,PG,-2.0226,147.2712,83.91,75,45,12.8,scattered clouds
647,Ures,MX,29.4333,-110.4,81.0,69,97,4.05,overcast clouds
648,Zabid,YE,14.1951,43.3152,90.54,53,29,5.35,scattered clouds
649,Bonthe,SL,7.5264,-12.505,74.26,91,78,6.51,light rain
650,Duartina,BR,-22.4144,-49.4039,66.04,57,21,3.51,few clouds
651,Zunyi,CN,27.6867,106.9072,79.23,75,97,0.58,light rain
652,Axim,GH,4.8699,-2.2405,75.45,82,97,12.75,overcast clouds
653,Jeremie,HT,18.65,-74.1167,79.7,81,75,5.53,broken clouds
654,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.34,85,0,10.6,clear sky
655,Tatarsk,RU,55.219,75.9828,73.31,67,99,6.85,overcast clouds
656,Haukipudas,FI,65.1765,25.3523,57.25,94,100,10.51,overcast clouds
657,Tianpeng,CN,30.9866,103.9393,84.38,60,0,3.85,clear sky
658,Hit,IQ,33.6416,42.8251,92.17,12,0,7.49,clear sky
659,Muriwai Beach,NZ,-36.8167,174.45,58.39,90,90,16.31,overcast clouds
660,Butembo,CD,0.15,29.2833,58.28,93,99,1.34,light rain
661,Yilan,TW,24.757,121.753,99.01,52,0,8.37,clear sky
662,Aykhal,RU,66.0,111.5,83.12,55,22,12.5,few clouds
663,Macusani,PE,-14.0833,-70.4333,33.33,67,18,0.96,few clouds
664,Nicoya,CR,10.1483,-85.452,73.78,96,100,1.74,light rain
665,Funtua,NG,11.5233,7.3081,69.82,91,100,8.19,overcast clouds
666,Samana,DO,19.2056,-69.3369,76.53,87,4,8.97,clear sky
667,San Quintin,MX,30.4833,-115.95,67.12,87,6,11.32,clear sky
668,Ust-Kuyga,RU,70.0167,135.6,81.19,41,51,2.51,broken clouds
669,Nyuksenitsa,RU,60.4128,44.2397,67.53,90,58,7.16,broken clouds
670,Iralaya,HN,15.0,-83.2333,79.09,84,1,8.77,clear sky
671,Sabalgarh,IN,26.25,77.4,84.34,75,100,11.79,light rain
672,Warwick,US,41.7001,-71.4162,73.29,74,40,6.91,scattered clouds
673,Ermelo,ZA,-26.5333,29.9833,42.37,73,34,4.14,scattered clouds
674,Mangrol,IN,21.1167,70.1167,82.69,75,100,7.16,overcast clouds
675,Kudahuvadhoo,MV,2.6708,72.8944,82.54,73,98,14.97,overcast clouds
676,Elizabeth City,US,36.2946,-76.2511,79.02,90,58,1.99,broken clouds
677,Panaba,MX,21.2833,-88.2667,76.96,85,61,7.9,broken clouds
678,Nizhniy Tsasuchey,RU,50.5167,115.1333,73.38,39,2,8.1,clear sky
679,Isangel,VU,-19.55,169.2667,76.51,85,100,12.55,light rain
680,Cehegin,ES,38.0924,-1.7985,70.07,89,0,1.19,clear sky
681,Le Port,RE,-20.9373,55.2919,71.26,71,16,5.79,few clouds
682,Nouadhibou,MR,20.931,-17.0347,71.85,76,4,29.35,clear sky
683,Praya,CV,14.9215,-23.5087,79.47,82,90,1.81,overcast clouds
684,Zeerust,ZA,-25.5369,26.0751,52.99,60,30,4.14,scattered clouds
685,Zheleznodorozhnyy,RU,55.7503,38.0042,72.12,86,29,4.41,scattered clouds
686,Moyo,UG,3.6609,31.7247,63.09,95,100,0.89,light rain
687,Eirunepe,BR,-6.6603,-69.8736,74.43,67,25,1.52,scattered clouds
688,Wangqing,CN,43.3218,129.7634,85.78,55,82,9.93,broken clouds
689,Joniskis,LT,56.2403,23.6153,56.32,88,80,11.03,broken clouds
690,Piltene,LV,57.2243,21.6744,57.15,100,100,3.44,moderate rain
691,Launceston,AU,-41.45,147.1667,56.61,54,40,8.05,scattered clouds
692,Maumere,ID,-8.6199,122.2111,82.78,58,13,3.98,few clouds
693,Nyurba,RU,63.2842,118.3319,88.05,38,26,8.79,scattered clouds
694,Bodden Town,KY,19.2833,-81.25,82.92,82,23,1.01,few clouds
695,Namibe,AO,-15.1961,12.1522,61.2,79,75,7.11,broken clouds
696,Muisne,EC,0.6,-80.0333,73.74,89,100,7.14,overcast clouds
697,Ponta Delgada,PT,37.7333,-25.6667,72.32,94,75,3.44,light intensity drizzle
698,Podosinovets,RU,60.2776,47.0659,66.78,67,10,7.27,clear sky
699,Shush,IR,32.1942,48.2436,91.27,57,92,14.9,overcast clouds
700,Gamba,GA,-2.65,10.0,68.52,92,23,2.82,few clouds
701,Eyemouth,GB,55.8713,-2.0901,52.23,86,100,3.24,overcast clouds
702,Santa Rosa,PH,14.3122,121.1114,89.02,66,100,9.17,overcast clouds
703,Pakxan,LA,18.3778,103.6601,91.99,56,4,2.15,clear sky
704,Fuquene,CO,5.4043,-73.7964,47.14,93,98,3.62,overcast clouds
705,Chaman,PK,30.9236,66.4512,79.86,61,98,3.76,light rain
706,Emerald,AU,-23.5333,148.1667,65.34,42,0,13.18,clear sky
707,Rudbar,AF,30.15,62.6,94.01,41,95,10.33,overcast clouds
708,Carcassonne,FR,43.25,2.1667,64.49,68,0,9.22,clear sky
709,Estelle,US,29.8458,-90.1067,82.99,77,33,5.39,scattered clouds
710,Baykit,RU,61.67,96.37,68.68,79,100,3.47,overcast clouds
711,Cabedelo,BR,-6.9811,-34.8339,72.95,83,82,9.93,broken clouds
712,La Palma,US,33.8464,-118.0467,80.11,80,0,4.61,clear sky
713,Rongcheng,CN,30.634,117.8517,99.12,47,28,3.94,scattered clouds
714,Fort Frances,CA,48.5999,-93.4003,56.05,36,86,9.84,overcast clouds
715,Pirpirituba,BR,-6.78,-35.4986,67.12,95,59,7.02,broken clouds
716,Najran,SA,17.4924,44.1277,81.91,45,93,1.81,overcast clouds
717,Igarka,RU,67.4667,86.5833,61.38,69,94,11.63,overcast clouds
718,Whyalla,AU,-33.0333,137.5833,60.06,38,27,0.67,scattered clouds
719,Kynsperk Nad Ohri,CZ,50.1189,12.5303,55.38,83,89,4.07,overcast clouds
720,Nebolchi,RU,59.1239,33.3454,59.04,97,100,2.89,overcast clouds
